# contour for confidence level 0.9540000000000001
1.041452	 0.32204073
1.0414755	 0.32199294
1.0414929	 0.3219543
1.0415276	 0.32188203
1.0415339	 0.32186788
1.0415753	 0.32178144
1.0415796	 0.32177293
1.0416208	 0.32169501
1.0416317	 0.32167684
1.0416732	 0.32160857
1.0416838	 0.32159234
1.041725	 0.32152215
1.0417359	 0.32150372
1.04177	 0.32143574
1.041788	 0.32140009
1.041811	 0.32134935
1.0418401	 0.32128929
1.0418529	 0.32126297
1.0418922	 0.32119004
1.0419002	 0.32117655
1.0419443	 0.32110721
1.0419566	 0.32109006
1.0419964	 0.32103436
1.0420208	 0.3210035
1.0420485	 0.32096584
1.0420888	 0.32091692
1.0421006	 0.32090106
1.0421527	 0.32084097
1.042164	 0.32083045
1.0422048	 0.32078767
1.0422569	 0.32074523
1.0422581	 0.3207442
1.042309	 0.32069645
1.0423466	 0.32065825
1.042361	 0.32064221
1.0424131	 0.32057706
1.0424166	 0.3205724
1.0424652	 0.32050862
1.0424846	 0.32048623
1.0425173	 0.32044928
1.0425694	 0.32040409
1.0425763	 0.32039933
1.0426215	 0.32036401
1.0426736	 0.32033289
1.0427166	 0.32031129
1.0427257	 0.32030525
1.0427778	 0.32027206
1.0428299	 0.3202396
1.0428576	 0.32022267
1.042882	 0.3202031
1.0429341	 0.32016587
1.0429862	 0.32013588
1.0429883	 0.32013498
1.0430383	 0.32010856



# contour for confidence level 0.6826000000000001
1.0427257	 0.32097279
1.0427778	 0.32095754
1.0428299	 0.32095635
1.042882	 0.32096842
1.0429341	 0.32099571
1.0429435	 0.3210035
1.0429862	 0.32104929
1.043011	 0.32109006
1.0430383	 0.32115791
1.0430442	 0.32117655
1.0430612	 0.32126297
1.0430675	 0.32134935
1.0430647	 0.32143574
1.0430543	 0.32152215
1.0430383	 0.32160581
1.0430378	 0.32160857
1.0430191	 0.32169501
1.042998	 0.32178144
1.0429862	 0.3218248
1.0429758	 0.32186788
1.0429525	 0.3219543
1.0429341	 0.3220134
1.0429263	 0.32204073
1.0428985	 0.32212715
1.042882	 0.32217207
1.0428679	 0.32221357
1.0428351	 0.3223
1.0428299	 0.32231281
1.0428019	 0.32238642
1.0427778	 0.32244378
1.0427664	 0.32247285
1.0427299	 0.32255928
1.0427257	 0.32256874
1.042694	 0.3226457
1.0426736	 0.32269223
1.042657	 0.32273213
1.0426215	 0.32281178
1.0426184	 0.32281855
1.0425766	 0.32290498
1.0425694	 0.32291871
1.0425264	 0.32299141
1.0425173	 0.32300576
1.0424652	 0.32307643
1.042464	 0.32307783
1.0424131	 0.32314059
1.0423926	 0.32316426
1.042361	 0.32320304
1.0423213	 0.32325068
1.042309	 0.32326584
1.0422569	 0.323326
1.0422464	 0.32333711
1.0422048	 0.32337942
1.0421544	 0.32342353
1.0421527	 0.32342503
1.0421006	 0.32346744
1.0420485	 0.32350742
1.0420452	 0.32350996
1.0419964	 0.32355062
1.0419443	 0.32359366
1.0419408	 0.32359639
1.0418922	 0.32363726
1.0418401	 0.32367518
1.0418268	 0.32368282
1.041788	 0.3237059
1.0417359	 0.32372675
1.0416838	 0.32373643
1.0416317	 0.32373209
1.0415796	 0.32370805
1.0415529	 0.32368282
1.0415276	 0.32364935
1.0415021	 0.32359639
1.041478	 0.32350996
1.0414755	 0.32349276
1.0414669	 0.32342353
1.0414633	 0.32333711
1.0414653	 0.32325068
1.0414722	 0.32316426
1.0414755	 0.32313972
1.0414834	 0.32307783
1.0414987	 0.32299141
1.0415179	 0.32290498
1.0415276	 0.32286818
1.0415395	 0.32281855
1.041563	 0.32273213
1.0415796	 0.32267744
1.0415887	 0.3226457
1.0416162	 0.32255928
1.0416317	 0.32251587
1.0416465	 0.32247285
1.0416797	 0.32238642
1.0416838	 0.32237632
1.0417138	 0.3223
1.0417359	 0.32224791
1.0417498	 0.32221357
1.0417877	 0.32212715
1.041788	 0.32212638
1.0418264	 0.32204073
1.0418401	 0.32201271
1.0418682	 0.3219543
1.0418922	 0.32190788
1.0419132	 0.32186788
1.0419443	 0.32181149
1.0419619	 0.32178144
1.0419964	 0.32172414
1.0420159	 0.32169501
1.0420485	 0.32164613
1.0420768	 0.32160857
1.0421006	 0.321576
1.0421438	 0.32152215
1.0421527	 0.32151066
1.0422048	 0.32144627
1.0422136	 0.32143574
1.0422569	 0.32138382
1.0422883	 0.32134935
1.042309	 0.32132709
1.042361	 0.32127676
1.0423769	 0.32126297
1.0424131	 0.32123051
1.0424652	 0.32118739
1.0424789	 0.32117655
1.0425173	 0.32114158
1.0425694	 0.32109491
1.0425753	 0.32109006
1.0426215	 0.32104545
1.0426736	 0.3210035
1.0427257	 0.32097279



