# contour for confidence level 0.9540000000000001
1.0430383	 0.32010856
1.0430904	 0.32009013
1.0431424	 0.32007878
1.0431945	 0.32007238
1.0432466	 0.32006889
1.0432987	 0.32006683
1.0433509	 0.32006651
1.0434031	 0.32007136
1.0434552	 0.32008795
1.0435072	 0.32012485
1.0435157	 0.32013498
1.043559	 0.32019825
1.0435705	 0.32022267
1.043598	 0.32031129
1.0436107	 0.32039933
1.043614	 0.32048623
1.0436142	 0.3205724
1.0436164	 0.32065825
1.0436225	 0.3207442
1.0436304	 0.32083045
1.0436364	 0.32091692
1.0436372	 0.3210035
1.0436303	 0.32109006
1.0436131	 0.32117655
1.0436107	 0.32118422
1.0435882	 0.32126297
1.043559	 0.32134023
1.0435561	 0.32134935
1.0435274	 0.32143574
1.0435072	 0.32149809
1.0435008	 0.32152215
1.043479	 0.32160857
1.0434552	 0.32169243
1.0434545	 0.32169501
1.0434299	 0.32178144
1.0434031	 0.32185362
1.0433981	 0.32186788
1.0433652	 0.3219543
1.0433509	 0.32198951
1.0433328	 0.32204073
1.0433014	 0.32212715
1.0432987	 0.32213492
1.043274	 0.32221357
1.0432466	 0.3222878
1.0432423	 0.3223
1.0432064	 0.32238642
1.0431945	 0.32241017
1.0431627	 0.32247285
1.0431424	 0.32250767
1.0431132	 0.32255928
1.0430904	 0.32259689
1.0430623	 0.3226457
1.0430383	 0.32268567
1.0430116	 0.32273213
1.0429862	 0.32277408
1.0429603	 0.32281855
1.0429341	 0.32286216
1.0429103	 0.32290498
1.042882	 0.32295612
1.0428649	 0.32299141
1.0428299	 0.32306529
1.0428247	 0.32307783
1.0427902	 0.32316426
1.0427778	 0.32319397
1.042755	 0.32325068
1.0427257	 0.32331358
1.042714	 0.32333711
1.0426736	 0.32340988
1.0426651	 0.32342353
1.0426215	 0.32349093
1.0426078	 0.32350996
1.0425694	 0.32356447
1.0425448	 0.32359639
1.0425173	 0.32363315
1.0424752	 0.32368282
1.0424652	 0.32369509
1.0424131	 0.32375266
1.0423956	 0.32376926
1.042361	 0.3238057
1.042309	 0.32385315
1.0423062	 0.32385568
1.0422569	 0.32391034
1.0422272	 0.32394209
1.0422048	 0.32397055
1.042157	 0.32402848
1.0421527	 0.32403427
1.0421006	 0.32409941
1.0420859	 0.32411487
1.0420485	 0.32415675
1.0419972	 0.32420129
1.0419964	 0.32420204
1.0419443	 0.32424859
1.0418931	 0.32428777
1.0418922	 0.32428864
1.0418401	 0.32433911
1.0418008	 0.32437433
1.041788	 0.32438836
1.0417359	 0.3244391
1.041707	 0.32446091
1.0416838	 0.32448071
1.0416317	 0.32451322
1.0415796	 0.32453544
1.0415408	 0.32454738
1.0415276	 0.32455254
1.0414755	 0.32456792
1.0414234	 0.32457975
1.0413713	 0.32458637
1.0413191	 0.32458257
1.0412669	 0.32455971
1.041253	 0.32454738
1.0412148	 0.32450776
1.0411878	 0.32446091
1.0411628	 0.32441493
1.0411468	 0.32437433
1.0411132	 0.32428777
1.041111	 0.3242822
1.0410833	 0.32420129
1.0410593	 0.32411916
1.041058	 0.32411487
1.0410352	 0.32402848
1.0410185	 0.32394209
1.0410081	 0.32385568
1.0410073	 0.32384165
1.0410023	 0.32376926
1.0410027	 0.32368282
1.0410073	 0.32362565
1.0410092	 0.32359639
1.0410199	 0.32350996
1.0410363	 0.32342353
1.0410585	 0.32333711
1.0410593	 0.32333439
1.0410762	 0.32325068
1.0410928	 0.32316426
1.0411072	 0.32307783
1.041111	 0.32305026
1.0411169	 0.32299141
1.0411253	 0.32290498
1.0411364	 0.32281855
1.0411541	 0.32273213
1.0411628	 0.32270347
1.0411812	 0.3226457
1.0412148	 0.32257876
1.0412245	 0.32255928
1.0412669	 0.32248765
1.0412742	 0.32247285
1.0413166	 0.32238642
1.0413191	 0.32238079
1.0413476	 0.3223
1.0413713	 0.32223882
1.0413798	 0.32221357
1.041414	 0.32212715
1.0414234	 0.32210703
